index,true_age_bin,true_gender,true_race,yu4u_age,yu4u_gender
193,3-9,Male,Middle Eastern,45.93568191895952,Male
195,3-9,Female,Middle Eastern,51.009449676461145,Female
197,10-19,Female,Black,28.426264562195396,Female
199,10-19,Female,White,28.00639370807624,Female
204,10-19,Female,East Asian,48.37877706790753,Male
214,3-9,Female,Latino_Hispanic,51.0005474981614,Female
215,10-19,Female,East Asian,48.00774832399848,Female
216,3-9,Female,Black,47.61508383717124,Female
218,10-19,Female,East Asian,57.768893672906756,Female
222,10-19,Female,White,41.19202470193017,Male
223,3-9,Male,Black,35.57058831417723,Female
224,0-2,Male,Southeast Asian,51.51557084285361,Female
225,3-9,Male,East Asian,51.00169688615387,Female
228,3-9,Female,Latino_Hispanic,51.363404021555525,Male
230,3-9,Male,Black,25.297600733639648,Female
233,0-2,Male,East Asian,21.48553890887259,Male
236,3-9,Male,East Asian,28.226293910461454,Female
237,10-19,Female,East Asian,22.72321015510166,Female
239,3-9,Male,Indian,48.0,Female
251,3-9,Female,Black,48.02154240699378,Female
255,0-2,Male,Southeast Asian,50.687726455658805,Female
257,0-2,Female,Indian,42.57575372506271,Female
262,0-2,Male,East Asian,50.44816413063551,Female
266,3-9,Female,East Asian,11.59884303945509,Male
267,3-9,Male,Latino_Hispanic,46.33382614792686,Female
273,10-19,Male,Indian,38.33692308987579,Female
276,10-19,Female,Latino_Hispanic,48.017150342607266,Female
277,3-9,Female,Indian,49.943042711558135,Female
293,more than 70,Male,East Asian,48.03148186486104,Female
298,more than 70,Male,East Asian,55.201969062353584,Male
303,10-19,Male,Southeast Asian,50.028897405265,Female
311,3-9,Male,Latino_Hispanic,13.115931617238205,Male
313,3-9,Male,East Asian,68.96894122151502,Female
315,3-9,Male,Black,34.721076349267776,Female
317,10-19,Female,Indian,47.34458039215623,Male
319,3-9,Male,Black,46.46227635717368,Female
323,3-9,Male,Southeast Asian,48.27087145382712,Female
324,3-9,Female,Latino_Hispanic,43.665352060933834,Female
328,10-19,Female,Southeast Asian,28.790495103332457,Male
329,3-9,Female,Black,28.20086378545168,Female
330,3-9,Female,White,47.96263480917362,Male
333,0-2,Female,White,40.21348063139901,Female
342,10-19,Female,Black,9.02208825500032,Female
345,10-19,Male,East Asian,48.00153575074931,Female
347,3-9,Female,Latino_Hispanic,33.02102339379967,Female
349,0-2,Male,East Asian,25.888321333575668,Male
350,3-9,Female,White,40.518901762535386,Male
351,3-9,Female,Indian,51.11267864090242,Female
353,3-9,Male,Black,20.754962798180944,Female
359,3-9,Female,East Asian,49.33328190312185,Female
362,0-2,Female,Southeast Asian,58.32419434053244,Female
366,10-19,Female,East Asian,49.489349166643905,Female
367,10-19,Female,Southeast Asian,21.02601497991932,Female
368,3-9,Female,Southeast Asian,41.48020513626071,Male
370,3-9,Male,Latino_Hispanic,51.13878711408381,Female
373,10-19,Female,Middle Eastern,50.78655114650708,Female
374,3-9,Female,Indian,47.33925442762697,Female
381,10-19,Male,Black,46.34888980794847,Female
384,10-19,Female,Southeast Asian,47.974923558568825,Female
387,10-19,Male,White,48.22513776632894,Female
389,0-2,Male,Middle Eastern,48.00052121705196,Female
392,10-19,Male,Southeast Asian,37.62672329227434,Male
395,3-9,Female,Indian,48.40385979973029,Female
396,3-9,Female,White,48.21422096665395,Female
398,3-9,Male,East Asian,50.016201862199644,Female
399,0-2,Male,East Asian,48.046148017620226,Female
401,3-9,Female,White,9.43327612924176,Female
403,3-9,Male,Black,50.96495969771378,Female
405,10-19,Male,Indian,9.196053281096859,Female
406,3-9,Male,Southeast Asian,33.025239205178565,Female
412,10-19,Female,Indian,48.18305842506234,Female
413,more than 70,Female,White,47.467965105093974,Female
416,10-19,Female,East Asian,47.26825512789727,Male
417,10-19,Female,White,44.90964685078911,Female
420,3-9,Female,Latino_Hispanic,47.9074997681913,Female
421,10-19,Male,Latino_Hispanic,31.202467228287595,Female
423,3-9,Female,Indian,48.643497971062324,Female
424,3-9,Female,Latino_Hispanic,33.077408620953925,Female
427,3-9,Male,Black,48.03512504886047,Female
435,10-19,Female,White,44.995231333262176,Male
447,10-19,Female,White,49.687016529260426,Female
451,10-19,Female,Latino_Hispanic,47.496445076155396,Male
452,10-19,Female,Indian,47.744289031837816,Female
455,0-2,Female,Black,51.074135579391516,Female
460,10-19,Male,Southeast Asian,48.04025383567234,Male
461,3-9,Female,Latino_Hispanic,23.20817289735799,Female
470,10-19,Female,Latino_Hispanic,48.002901736624075,Female
471,10-19,Female,Black,28.87549729791503,Female
475,3-9,Female,Black,49.76094436107721,Female
476,3-9,Male,White,49.92324789053262,Female
477,10-19,Male,East Asian,41.414532175594644,Male
478,3-9,Female,Southeast Asian,38.155397869856195,Female
482,more than 70,Female,Black,50.8526640341638,Female
484,0-2,Male,Indian,38.62539818720717,Female
488,3-9,Male,Black,44.9683098934111,Female
489,3-9,Male,East Asian,48.007771407398565,Male
490,10-19,Female,Black,50.99814779482752,Female
494,10-19,Male,Southeast Asian,9.000000004158053,Female
496,10-19,Female,Middle Eastern,52.66866574172431,Male
499,3-9,Male,Black,41.07873191268256,Female
500,0-2,Male,White,17.82571050121833,Female
506,3-9,Female,Latino_Hispanic,48.00612090196541,Female
507,3-9,Male,Black,41.37737657184868,Male
512,0-2,Male,East Asian,48.30010430738365,Female
513,3-9,Male,Black,56.99986831194025,Female
520,3-9,Male,Latino_Hispanic,40.57651453732231,Male
523,3-9,Male,East Asian,56.66418871582434,Female
524,3-9,Male,East Asian,38.25108627284355,Female
526,3-9,Male,Black,44.492862378346075,Male
533,3-9,Male,East Asian,48.86303697577957,Female
543,0-2,Male,Middle Eastern,28.003496893120513,Female
546,3-9,Male,Middle Eastern,41.50039767150155,Male
548,3-9,Female,Indian,33.879171521365265,Female
551,10-19,Male,Middle Eastern,43.43970884323346,Male
560,3-9,Male,Black,48.00642393495101,Female
563,10-19,Female,Black,50.99549157048457,Female
566,10-19,Male,East Asian,26.30561682768865,Female
568,10-19,Male,Indian,50.707816990618085,Female
571,3-9,Female,East Asian,42.63093292101219,Female
572,10-19,Male,Latino_Hispanic,48.22499378929947,Female
575,10-19,Male,Southeast Asian,48.88200434105571,Female
582,10-19,Male,Indian,49.144367513457176,Female
586,3-9,Male,Latino_Hispanic,39.41936797875883,Female
594,more than 70,Male,Black,53.0620615218943,Female
596,0-2,Female,East Asian,50.939193945378406,Female
602,10-19,Male,Middle Eastern,48.08307653694454,Female
604,3-9,Male,White,33.7769481477794,Female
605,10-19,Male,Black,43.93735354641268,Male
609,3-9,Female,Southeast Asian,81.325102918536,Female
613,3-9,Female,Black,48.00900761734167,Female
617,more than 70,Male,East Asian,43.035990852921955,Female
632,3-9,Male,Black,47.882028710107484,Female
633,0-2,Female,White,45.62638256641777,Female
638,10-19,Female,Middle Eastern,34.47144326445351,Male
641,3-9,Male,Southeast Asian,33.44629556031818,Female
642,3-9,Female,Black,4.0548437949176375,Female
643,10-19,Male,White,50.21699082398485,Female
659,10-19,Female,White,42.12624379852815,Female
661,3-9,Female,White,45.5804403363801,Female
663,10-19,Female,Black,33.03025813308902,Male
665,10-19,Male,Black,56.793664583412465,Female
666,more than 70,Male,Middle Eastern,47.53621925229495,Female
670,3-9,Female,Southeast Asian,17.753173438282552,Male
674,3-9,Male,Latino_Hispanic,27.999932670493113,Female
676,10-19,Female,East Asian,48.26045035708781,Female
677,10-19,Female,Black,52.35947158661017,Male
678,10-19,Male,Middle Eastern,48.649529481247896,Female
680,10-19,Male,Indian,23.372210395504645,Female
684,10-19,Male,Black,44.8339436553748,Female
697,3-9,Female,Black,43.83693997010953,Female
704,3-9,Female,Middle Eastern,48.88841635440125,Female
720,10-19,Male,East Asian,44.193634457386324,Male
724,more than 70,Male,Latino_Hispanic,51.47015385252118,Female
725,10-19,Female,East Asian,47.87712414987374,Female
736,3-9,Male,White,30.885858696122742,Male
738,10-19,Female,White,50.12260237262381,Female
742,10-19,Male,White,40.85726475038196,Female
749,10-19,Female,White,56.004395689266026,Female
755,10-19,Male,Black,44.603209736154064,Female
757,3-9,Male,Middle Eastern,50.6817983251984,Female
764,3-9,Male,East Asian,50.73756929640903,Female
768,3-9,Female,Indian,41.857309836886905,Male
775,3-9,Male,White,45.432410390272075,Female
777,10-19,Female,Black,40.51416389978503,Female
782,3-9,Female,East Asian,49.24053664792358,Female
784,10-19,Female,East Asian,40.86311606893875,Female
787,10-19,Male,White,46.46060235429474,Female
794,0-2,Male,White,47.986564099218306,Female
795,3-9,Male,Black,41.39868255036775,Male
797,3-9,Female,Middle Eastern,42.27765995718123,Male
799,3-9,Female,White,28.000230542026554,Female
800,10-19,Female,Latino_Hispanic,50.334306917301966,Female
802,10-19,Female,Southeast Asian,50.95549765751978,Female
808,3-9,Female,East Asian,38.08701229821978,Male
816,3-9,Male,Black,3.176806031038182,Female
824,10-19,Female,Indian,43.510875397680145,Female
825,3-9,Female,Black,81.69241841289167,Male
826,3-9,Female,Indian,33.839416077130736,Male
829,3-9,Male,Black,46.07256206210338,Female
830,10-19,Male,White,39.34703091169318,Female
833,3-9,Male,East Asian,48.24251756361393,Female
834,3-9,Male,White,30.387833130011117,Female
836,0-2,Male,East Asian,50.95217553297791,Female
842,3-9,Male,East Asian,50.86869035457156,Female
850,3-9,Female,East Asian,47.965073579422196,Female
855,3-9,Female,White,47.9741809915568,Female
856,3-9,Male,East Asian,45.87888276061661,Female
857,10-19,Male,Black,28.00122869115928,Female
861,3-9,Male,Latino_Hispanic,48.00056061382254,Female
869,10-19,Female,Black,47.97711142501262,Female
874,3-9,Male,White,29.548413403524872,Female
881,3-9,Female,White,50.70476567300612,Female
882,3-9,Male,Indian,9.0,Female
885,3-9,Female,Latino_Hispanic,46.98964637521536,Female
888,3-9,Male,Black,43.954101910346,Female
896,0-2,Female,East Asian,42.059439713184666,Female
902,10-19,Male,Middle Eastern,14.359670075045202,Female
905,10-19,Male,Southeast Asian,48.172344186493326,Male
907,10-19,Female,Indian,50.99035513174028,Female
914,10-19,Male,Southeast Asian,50.03369359188796,Female
915,10-19,Male,Latino_Hispanic,45.21586180535971,Female
924,10-19,Male,Latino_Hispanic,43.18655034154713,Female
928,10-19,Female,Black,49.35556632212773,Female
929,3-9,Female,Black,36.42926311708559,Male
930,3-9,Male,Black,44.91977869754236,Female
935,3-9,Female,Southeast Asian,32.15260257653067,Female
939,10-19,Female,Indian,47.68145054994749,Female
949,10-19,Female,Middle Eastern,47.064351491943064,Male
951,10-19,Female,White,45.917808606951425,Female
959,10-19,Female,East Asian,48.00005659292545,Female
969,10-19,Male,East Asian,39.29980593419005,Male
989,10-19,Female,Middle Eastern,37.68260121406399,Female
990,3-9,Male,Middle Eastern,50.3656823294221,Female
991,3-9,Female,Southeast Asian,48.45833196870509,Male
996,10-19,Female,Indian,48.14910484222232,Female
998,3-9,Male,White,28.413200289142182,Female
1005,3-9,Female,Black,47.99730516542595,Female
1006,10-19,Male,Indian,34.40209093832145,Female
1008,10-19,Male,East Asian,26.90214294547441,Female
1013,3-9,Female,East Asian,32.62985492019686,Female
1016,3-9,Male,White,41.81588743820857,Female
1017,0-2,Male,East Asian,47.31503690318695,Female
1018,10-19,Female,Black,39.607183693768256,Female
1025,10-19,Female,Latino_Hispanic,51.665169088286966,Female
1035,0-2,Male,Latino_Hispanic,48.00031635060611,Female
1040,10-19,Female,Middle Eastern,32.9451455401167,Female
1041,3-9,Male,Indian,32.52433659850903,Female
1044,3-9,Female,Southeast Asian,28.643846893105252,Female
1045,10-19,Female,Black,42.47301462140667,Female
1055,3-9,Female,White,38.32058698717013,Male
1061,10-19,Female,Latino_Hispanic,50.231192567355365,Female
1077,3-9,Female,Middle Eastern,51.00075569794264,Female
1078,3-9,Male,Southeast Asian,26.18364938416645,Male
1080,3-9,Male,White,47.11320361213117,Male
1083,3-9,Female,White,41.739961026863035,Female
1094,10-19,Female,Indian,50.9745589990061,Female
1095,3-9,Male,Southeast Asian,47.934013431643606,Female
1106,3-9,Male,Southeast Asian,31.25919230465231,Female
1107,3-9,Female,Southeast Asian,9.926392941772484,Female
1113,3-9,Female,White,38.77449397330532,Female
1115,10-19,Male,East Asian,50.602803265297496,Female
1119,3-9,Male,Latino_Hispanic,39.967911875351014,Male
1120,3-9,Male,East Asian,49.542571240357745,Female
1124,10-19,Female,Black,47.793783139697545,Female
1128,3-9,Male,Black,48.72744910230502,Female
1131,0-2,Female,Southeast Asian,47.2376219938564,Female
1134,10-19,Male,White,48.46013543750654,Female
1135,10-19,Male,East Asian,48.00557359673106,Female
1136,3-9,Male,Southeast Asian,50.10462567695921,Male
1146,more than 70,Female,East Asian,50.548692947600166,Female
1150,3-9,Male,White,40.893607317453835,Male
1152,3-9,Female,White,48.31137436038294,Female
1161,3-9,Male,Southeast Asian,9.004006297197392,Female
1166,10-19,Female,White,33.66354463372988,Female
1170,10-19,Female,White,50.9020046910665,Female
1171,10-19,Male,White,48.00032833293631,Female
1172,3-9,Female,White,47.934391122874075,Female
1176,10-19,Male,Middle Eastern,46.681694205222456,Female
1178,10-19,Female,Black,46.66130047532338,Female
1184,3-9,Male,Black,33.286897576516864,Female
1189,10-19,Female,Black,33.45779038118915,Male
1190,10-19,Female,East Asian,51.00005370287992,Female
1199,0-2,Male,Southeast Asian,78.39046685321047,Female
1207,10-19,Male,Southeast Asian,49.09181690135992,Female
1218,3-9,Male,Southeast Asian,46.615616951247105,Male
1231,3-9,Female,Southeast Asian,48.95749262675482,Female
1234,3-9,Male,East Asian,46.947743186621736,Female
1236,3-9,Male,Southeast Asian,50.830803090386084,Female
1238,3-9,Male,Black,49.12089178388108,Female
1240,3-9,Female,Black,46.52617402490827,Female
1247,10-19,Female,White,32.411035931660905,Male
1250,3-9,Male,Indian,48.000221332997604,Female
1260,10-19,Male,Southeast Asian,51.0404266315892,Female
1261,3-9,Female,Southeast Asian,40.219981886355626,Female
1264,0-2,Female,East Asian,45.449272012792854,Female
1267,10-19,Female,Black,48.27375535036036,Female
1270,3-9,Male,East Asian,48.0039135635717,Female
1274,3-9,Female,White,41.18906631725641,Female
1275,10-19,Female,East Asian,10.929033670700102,Female
1288,3-9,Female,White,35.26016960718185,Male
1293,3-9,Male,Black,47.89414352639042,Female
1299,3-9,Male,Latino_Hispanic,45.18687319933732,Female
1302,10-19,Female,Middle Eastern,50.08247625251834,Female
1303,10-19,Female,East Asian,36.035094766027115,Female
1307,3-9,Male,East Asian,14.151873037684393,Female
1309,0-2,Male,White,40.107547606462674,Female
1313,10-19,Male,Indian,26.841685586745818,Male
1318,10-19,Female,East Asian,41.65340786865124,Female
1323,3-9,Female,Black,50.9578021153079,Female
1325,3-9,Male,White,28.00000020499386,Female
1336,10-19,Male,East Asian,50.94040698270058,Female
1339,3-9,Female,Indian,49.348009196186105,Female
1340,10-19,Male,Black,47.504551747939026,Female
1347,3-9,Male,Latino_Hispanic,50.94224707336075,Female
1348,10-19,Male,Latino_Hispanic,50.98169895068532,Female
1349,3-9,Male,Latino_Hispanic,49.639228108066014,Female
1352,3-9,Female,Middle Eastern,46.70474666465341,Female
1354,3-9,Female,White,46.832921125957455,Female
1356,3-9,Male,Black,35.67950098663366,Female
1361,0-2,Male,White,36.79121065678403,Male
1363,3-9,Male,Black,48.030442758949675,Female
1366,3-9,Male,Black,48.00032014368558,Female
1373,3-9,Female,Middle Eastern,48.28524440042783,Female
1380,3-9,Male,Indian,13.413633941383074,Male
1386,3-9,Male,Black,55.403228698668855,Female
1387,3-9,Female,Latino_Hispanic,28.222230143384042,Female
1390,3-9,Female,Latino_Hispanic,31.743048492860684,Female
1395,10-19,Female,Indian,50.92916833448113,Female
1397,3-9,Female,Latino_Hispanic,46.44067491031312,Male
1400,3-9,Female,Black,40.39814765486443,Male
1407,3-9,Female,Indian,48.05822265264905,Female
1409,3-9,Male,Indian,46.77465377809544,Male
1414,3-9,Female,East Asian,46.01075563525662,Female
1416,10-19,Female,Latino_Hispanic,30.396019281581193,Female
1422,10-19,Female,Black,47.97000649295355,Female
1429,10-19,Male,Latino_Hispanic,43.35490478865321,Male
1432,10-19,Female,Black,47.99998245905268,Female
1433,10-19,Male,Black,46.83884918773734,Female
1436,3-9,Male,Indian,48.79313630231134,Female
1437,10-19,Male,Black,29.495193514638732,Female
1440,3-9,Female,East Asian,29.444989483588827,Female
1450,10-19,Male,White,28.732121824985718,Female
1451,10-19,Male,Latino_Hispanic,28.08252109522777,Female
1454,10-19,Female,Black,28.020879455948865,Female
1455,10-19,Female,Latino_Hispanic,44.9999973229032,Female
1465,more than 70,Female,Black,50.755209492949284,Female
1471,10-19,Male,Southeast Asian,46.510892688245775,Female
1474,3-9,Male,Black,47.86662185668911,Female
1480,10-19,Male,Latino_Hispanic,36.41603370588751,Male
1481,10-19,Male,Southeast Asian,52.63629236380518,Male
1490,3-9,Female,White,46.50911841441375,Female
1496,3-9,Male,Latino_Hispanic,43.55476070166492,Female
1503,10-19,Female,Latino_Hispanic,45.80182875111139,Male
1517,10-19,Female,Black,49.535263676913445,Male
1523,10-19,Male,Latino_Hispanic,55.455668570594106,Female
1525,10-19,Female,Black,40.86443179206965,Female
1529,10-19,Male,Black,16.421614322212175,Male
1532,3-9,Male,East Asian,48.07572715025683,Female
1536,3-9,Female,Southeast Asian,49.92543893194111,Female
1538,3-9,Male,Southeast Asian,41.804279793705945,Female
1541,3-9,Male,White,50.99997036814062,Female
1543,10-19,Male,Black,43.224732332630786,Female
1547,3-9,Male,Latino_Hispanic,56.08113946176596,Male
1554,3-9,Female,Indian,48.000201128265154,Female
1555,10-19,Male,Black,28.00000308037417,Female
1557,10-19,Female,Latino_Hispanic,49.171163718134046,Male
1564,3-9,Female,Southeast Asian,42.93368326000416,Female
1566,3-9,Male,East Asian,43.02588087493031,Female
1567,10-19,Female,Black,51.472194449816115,Male
1573,10-19,Female,White,54.03020055030301,Female
1574,10-19,Male,Southeast Asian,47.983687568083255,Female
1586,10-19,Male,Black,48.00332460970302,Male
1587,3-9,Male,Middle Eastern,37.02169429971821,Male
1589,10-19,Female,Middle Eastern,47.956518763338956,Female
1590,more than 70,Female,Indian,48.06300577795848,Female
1596,10-19,Male,Latino_Hispanic,47.45607993243651,Male
1598,10-19,Female,Latino_Hispanic,49.697114129352734,Male
1607,10-19,Male,Latino_Hispanic,43.36269115210225,Female
1609,3-9,Female,Black,37.54762719579941,Male
1622,10-19,Female,Indian,40.30816726958404,Male
1628,10-19,Male,Latino_Hispanic,44.89089907297877,Female
1633,3-9,Male,Black,24.36213482083828,Female
1636,3-9,Male,Indian,40.47261776253656,Female
1638,10-19,Male,White,51.2003490205625,Male
1643,10-19,Female,East Asian,37.96735674685505,Male
1644,3-9,Male,East Asian,48.00015611671689,Male
1647,10-19,Male,Latino_Hispanic,28.020675195431146,Female
1648,10-19,Male,East Asian,26.55342283622666,Female
1649,3-9,Female,East Asian,48.00338877616404,Male
1650,10-19,Female,Black,48.395981863808146,Female
1660,10-19,Male,Latino_Hispanic,48.09341795085805,Female
1667,3-9,Male,White,37.938481381166035,Female
1669,3-9,Male,Indian,27.937420774171738,Female
1675,10-19,Male,White,36.297529313533936,Female
1677,10-19,Male,Indian,28.590193707758626,Female
1679,10-19,Female,White,47.99915292005181,Female
1683,10-19,Male,East Asian,29.218413258935183,Female
1684,3-9,Male,Southeast Asian,41.60049399200564,Male
1685,3-9,Male,Southeast Asian,48.292721588715,Female
1686,0-2,Male,East Asian,19.816250716976963,Male
1689,10-19,Female,Latino_Hispanic,30.431645058747534,Female
1691,10-19,Male,White,50.213430741215596,Female
1702,10-19,Female,Southeast Asian,51.000000481119876,Female
1703,3-9,Female,East Asian,48.00217029818295,Female
1705,3-9,Female,White,32.88567074716779,Female
1707,3-9,Female,Black,48.002550029177755,Female
1715,10-19,Female,Latino_Hispanic,44.88312708064355,Female
1719,3-9,Female,Southeast Asian,46.77179736771161,Female
1725,10-19,Female,White,48.000000170922405,Female
1727,0-2,Male,Black,51.43923201851398,Female
1728,10-19,Female,Latino_Hispanic,34.24382130227376,Female
1731,10-19,Male,Middle Eastern,50.593564319563136,Female
1732,3-9,Female,East Asian,50.79518422878377,Female
1735,10-19,Female,Latino_Hispanic,49.09760901921764,Female
1742,3-9,Male,Indian,50.35764022063827,Female
1749,more than 70,Male,East Asian,48.0031197769597,Male
1752,3-9,Male,Southeast Asian,21.00000077718767,Female
1759,10-19,Male,Southeast Asian,48.05445002926959,Female
1760,3-9,Female,White,61.79584742810174,Female
1761,3-9,Male,Southeast Asian,49.54749591863716,Female
1766,3-9,Male,Black,41.19469645978689,Male
1768,10-19,Male,East Asian,48.056967635300744,Female
1772,3-9,Female,Black,39.37478357917121,Female
1773,3-9,Female,East Asian,36.55155464436143,Male
1781,3-9,Male,Indian,8.999318530493154,Female
1785,10-19,Male,Black,40.110271038083425,Female
1791,3-9,Male,Black,48.000000001762395,Female
1792,10-19,Female,Latino_Hispanic,48.354748245487386,Female
1793,3-9,Female,Indian,44.19320332442567,Female
1796,10-19,Female,Southeast Asian,40.23290967855467,Female
1797,3-9,Male,East Asian,47.39973244263949,Male
1805,10-19,Female,Southeast Asian,47.99785519903297,Female
1808,10-19,Male,White,45.99372394823194,Female
1815,3-9,Male,East Asian,50.98780072151715,Female
1818,10-19,Female,Black,46.11268538664332,Female
1826,3-9,Male,White,20.30125045666705,Female
1827,3-9,Male,White,44.217150581821116,Male
1830,10-19,Female,Black,41.173899867917946,Male
1832,10-19,Male,White,38.760596172254225,Female
1834,3-9,Male,Black,61.72049352477823,Female
1835,3-9,Female,Latino_Hispanic,28.102862472755277,Female
1841,3-9,Male,Southeast Asian,23.194718504093792,Male
1845,3-9,Female,East Asian,28.007020072346506,Female
1848,3-9,Female,East Asian,49.41305923862754,Female
1849,10-19,Female,East Asian,45.67325558418707,Female
1856,10-19,Female,White,47.92768398594076,Male
1864,10-19,Male,Black,33.62539206975198,Female
1866,more than 70,Male,White,50.99998317310692,Female
1867,10-19,Male,East Asian,33.09390016312747,Female
1870,0-2,Male,Southeast Asian,51.0004152970629,Female
1874,10-19,Female,Latino_Hispanic,44.191521967229285,Female
1876,10-19,Female,White,47.97124390235577,Female
1877,10-19,Female,Black,67.8541845188735,Female
1881,10-19,Female,White,48.11768886059901,Female
1885,10-19,Female,Latino_Hispanic,40.67567945470258,Female
1886,3-9,Male,Black,47.37250053047558,Female
1889,3-9,Female,Southeast Asian,48.00125986439539,Female
1895,3-9,Male,East Asian,48.45937197769017,Female
1896,3-9,Female,White,50.998810282596175,Female
1897,10-19,Female,Black,44.09798390287499,Female
1900,10-19,Female,Southeast Asian,44.77569639855383,Female
1901,3-9,Male,East Asian,47.99633642887838,Male
1902,more than 70,Male,White,22.285149386526562,Female
1906,3-9,Female,Latino_Hispanic,47.97948150585159,Female
1908,3-9,Female,Indian,45.066142061718146,Male
1909,10-19,Female,Southeast Asian,47.999999673518104,Female
1912,10-19,Male,East Asian,48.02221996703126,Male
1913,10-19,Male,White,23.663667172491415,Female
1914,10-19,Female,Middle Eastern,34.952215192226724,Female
1915,0-2,Male,Black,48.00000002056049,Female
1918,10-19,Male,Latino_Hispanic,46.448871407288806,Female
1920,10-19,Male,Latino_Hispanic,50.45219164718564,Female
1925,3-9,Female,White,47.37830741312362,Female
1941,10-19,Female,White,40.61310494627142,Female
1945,3-9,Female,Southeast Asian,50.26073865836058,Female
1951,3-9,Male,Southeast Asian,21.389168265133783,Female
1960,10-19,Female,East Asian,20.830981865082016,Female
1961,3-9,Male,Black,47.99596568828659,Female
1962,10-19,Male,Southeast Asian,28.007896717054003,Female
1969,3-9,Female,White,48.32725802552329,Female
1971,3-9,Female,Latino_Hispanic,39.98917569191636,Male
1979,10-19,Male,Southeast Asian,52.767900039810094,Male
1980,3-9,Female,White,43.37709389228037,Female
1985,0-2,Female,White,48.12238128476616,Female
1988,more than 70,Female,Black,50.75174801154873,Female
1990,10-19,Female,Black,18.38082627985401,Female
1992,3-9,Male,Middle Eastern,50.11857877661663,Female
2000,10-19,Male,Indian,50.64006198853021,Female
2001,more than 70,Male,Middle Eastern,77.99212384525354,Female
2002,10-19,Male,White,44.86100904897066,Female
2010,3-9,Female,Indian,48.00000015255374,Female
2013,10-19,Female,Middle Eastern,28.00001613466706,Female
2014,3-9,Male,Latino_Hispanic,43.559796665301675,Female
2022,0-2,Female,Middle Eastern,49.46312106216045,Female
2026,0-2,Male,Black,36.31812852814668,Male
2028,3-9,Male,Black,46.67467067512466,Female
2029,3-9,Male,Indian,47.97507535472046,Female
2033,3-9,Male,Southeast Asian,42.69982034270167,Male
2039,3-9,Male,White,46.60722363697084,Female
2042,3-9,Female,White,42.68641868503128,Female
2043,3-9,Male,Southeast Asian,40.669080795763605,Female
2046,10-19,Male,Southeast Asian,41.76485073083006,Male
2050,10-19,Male,White,34.7259154305168,Female
